Car_Brand,Car_Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner
Honda,Civic,2006,220000,120000,Petrol,Individual,Manual,Third Owner
Maruti,Omni,2017,215000,34000,Petrol,Dealer,Manual,First Owner
Mahindra,XUV500,2014,625000,68000,Diesel,Dealer,Manual,First Owner
Ford,EcoSport,2018,615000,15000,Diesel,Individual,Manual,First Owner
Chevrolet,Beat,2012,130000,58000,Diesel,Dealer,Manual,First Owner
Tata,Indigo,2013,175000,50300,Diesel,Individual,Manual,First Owner
Tata,Indigo,2011,150000,70000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2011,195000,60000,Diesel,Individual,Manual,Third Owner
Maruti,Ertiga,2020,550000,90000,Diesel,Individual,Manual,First Owner
Skoda,Superb,2010,400000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2015,217000,45000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2011,290000,130000,Diesel,Individual,Manual,Second Owner
Mahindra,Bolero,2018,700000,80000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2014,175000,40000,Petrol,Individual,Manual,First Owner
Volkswagen,Ameo,2017,575000,80000,Diesel,Individual,Manual,First Owner
Maruti,Ritz,2016,380000,100000,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2013,350000,151624,Diesel,Individual,Manual,Second Owner
Renault,Duster,2012,450000,160000,Diesel,Individual,Manual,First Owner
Hyundai,Santro,2005,130000,110000,CNG,Individual,Manual,Second Owner
Maruti,Swift,2015,320000,74820,Diesel,Individual,Manual,First Owner
Mahindra,XUV500,2014,550000,82000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2015,370000,50000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2010,114999,70000,Petrol,Individual,Manual,Second Owner
Ford,Ecosport,2020,1100000,1000,Petrol,Individual,Manual,First Owner
Tata,Indigo,2008,80000,150000,Diesel,Individual,Manual,Third Owner
Ford,EcoSport,2019,950000,17000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,425000,150000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2015,500000,80000,Diesel,Individual,Manual,First Owner
Honda,Amaze,2013,349000,120000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2012,330000,90000,Petrol,Individual,Manual,Third Owner
Hyundai,Santro,2010,120000,90000,Petrol,Individual,Manual,Third Owner
Hyundai,Verna,2013,430000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2014,390000,90000,Diesel,Individual,Manual,First Owner
Nissan,Micra,2012,225000,129000,Diesel,Individual,Manual,First Owner
Tata,Sumo,2009,100000,66778,Diesel,Individual,Manual,First Owner
Hyundai,EON,2014,190000,50000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2014,315000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2015,300000,60000,Diesel,Individual,Manual,Second Owner
Renault,KWID,2016,280000,40000,Petrol,Individual,Manual,First Owner
Tata,Tiago,2018,539000,10000,Petrol,Individual,Manual,First Owner
Maruti,Celerio,2017,420000,50000,Petrol,Individual,Manual,First Owner
Maruti,Omni,2001,85000,70000,Petrol,Individual,Manual,Third Owner
OpelCorsa,1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai,EON,2014,180000,76000,Petrol,Individual,Manual,Second Owner
Chevrolet,Tavera,2014,400000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Santro,2003,85000,110000,Petrol,Individual,Manual,Second Owner
Honda,Brio,2016,350000,63400,Petrol,Individual,Manual,First Owner
Datsun,GO,2015,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2009,140000,80000,Petrol,Individual,Manual,Third Owner
Maruti,Wagon,2012,200000,90000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2011,150000,157000,Petrol,Individual,Manual,First Owner
Mahindra,Bolero,2007,300000,100000,Diesel,Individual,Manual,Second Owner
Renault,KWID,2017,280000,50000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2011,200000,40000,Petrol,Individual,Manual,First Owner
Chevrolet,Aveo,2009,110000,38500,Petrol,Individual,Manual,Second Owner
Hyundai,i10,2008,140000,103921,Petrol,Individual,Manual,Second Owner
Honda,City,2018,1150000,14825,Petrol,Dealer,Manual,First Owner
Honda,BR-V,2016,910000,43377,Diesel,Dealer,Manual,First Owner
Ford,Figo,2010,160000,102307,Diesel,Dealer,Manual,First Owner
Maruti,Zen,2004,105000,79000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet,Beat,2012,160000,110000,Diesel,Individual,Manual,First Owner
Chevrolet,Sail,2013,225000,80000,Diesel,Individual,Manual,First Owner
Honda,City,2002,145000,100000,Petrol,Individual,Manual,First Owner
Ford,EcoSport,2018,930000,20000,Diesel,Individual,Manual,First Owner
Hyundai,Getz,2008,110000,154000,Diesel,Individual,Manual,Third Owner
Renault,Lodgy,2017,650000,40000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2019,550000,51000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2008,85000,120000,Petrol,Individual,Manual,Second Owner
Toyota,Etios,2016,509999,35000,Petrol,Individual,Manual,First Owner
Maruti,Baleno,2017,650000,70000,Diesel,Individual,Manual,First Owner
Chevrolet,Spark,2011,140000,60000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2011,150000,70000,Petrol,Individual,Manual,First Owner
Datsun,GO,2018,450000,10000,Petrol,Individual,Manual,Second Owner
Renault,KWID,2017,400000,60000,Petrol,Individual,Manual,First Owner
Tata,Tiago,2016,300000,30000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2012,250000,8000,Petrol,Individual,Manual,First Owner
Tata,Tigor,2019,500000,10000,Petrol,Individual,Manual,First Owner
Hyundai,Accent,2002,85000,100000,Diesel,Individual,Manual,Third Owner
Nissan,Sunny,2012,300000,110000,Diesel,Individual,Manual,First Owner
Mahindra,XUV500,2015,740000,45000,Diesel,Dealer,Automatic,First Owner
Hyundai,Santro,2005,70000,68500,Petrol,Dealer,Manual,First Owner
Hyundai,Santro,2019,484999,5007,Petrol,Dealer,Automatic,First Owner
Nissan,Micra,2013,164000,30000,Petrol,Individual,Manual,First Owner
Honda,City,2008,140000,70000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz,E-Class,2011,999000,49600,Diesel,Dealer,Automatic,First Owner
Maruti,Alto,2005,56000,23000,Petrol,Individual,Manual,Second Owner
BMW,7,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,Verna,2010,190000,38000,Petrol,Dealer,Manual,First Owner
Hyundai,i10,2011,235000,43100,Petrol,Dealer,Manual,First Owner
Datsun,GO,2017,350000,10171,Petrol,Dealer,Manual,First Owner
Renault,Duster,2015,465000,41123,Diesel,Dealer,Manual,First Owner
Honda,City,2014,450000,40000,Diesel,Dealer,Manual,First Owner
Volkswagen,Jetta,2015,790000,52517,Diesel,Dealer,Manual,First Owner
Mahindra,Marazzo,2019,900000,20000,Diesel,Individual,Manual,First Owner
Ford,Ecosport,2014,450000,99117,Diesel,Dealer,Manual,First Owner
Chevrolet,Spark,2009,135000,90000,Petrol,Individual,Manual,First Owner
Maruti,Celerio,2019,425000,3700,Petrol,Individual,Manual,First Owner
Tata,Indica,2010,100000,80000,Diesel,Individual,Manual,First Owner
Ford,EcoSport,2015,650000,100000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2011,90000,54000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2017,250000,19000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2014,300000,120000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2014,275000,30000,Petrol,Individual,Manual,First Owner
Honda,BRV,2017,600000,43500,Petrol,Individual,Manual,First Owner
Renault,KWID,2016,270000,60000,Petrol,Individual,Manual,Second Owner
Renault,KWID,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Renault,KWID,2016,350000,20000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2015,650000,58000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2014,350000,40000,Petrol,Dealer,Manual,First Owner
Maruti,Wagon,2005,75000,70000,Petrol,Individual,Manual,Second Owner
Hyundai,i20,2012,440000,70000,Diesel,Dealer,Manual,First Owner
Hyundai,Santro,2013,270000,60000,Petrol,Individual,Manual,First Owner
Toyota,Innova,2014,1150000,135000,Diesel,Dealer,Manual,First Owner
Maruti,Omni,2015,238000,70000,Petrol,Dealer,Manual,First Owner
Mercedes-Benz,B,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner
Mahindra,XUV500,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner
Skoda,Fabia,2010,260000,150000,Diesel,Individual,Manual,First Owner
Toyota,Etios,2012,350000,140000,Diesel,Individual,Manual,Third Owner
Toyota,Etios,2015,480000,70000,Diesel,Individual,Manual,First Owner
Toyota,Etios,2012,345000,137250,Diesel,Individual,Manual,Second Owner
Mahindra,Scorpio,2013,500000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2017,595000,27000,Petrol,Dealer,Manual,First Owner
Renault,KWID,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
Hyundai,Santro,2018,515000,16000,Petrol,Dealer,Manual,First Owner
Ford,Figo,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
Renault,Pulse,2012,325000,47000,Diesel,Dealer,Manual,First Owner
Maruti,Ciaz,2018,925000,22000,Petrol,Individual,Manual,First Owner
Nissan,Terrano,2017,844999,30000,Petrol,Individual,Manual,First Owner
Maruti,Ciaz,2018,925000,20000,Petrol,Individual,Manual,First Owner
Tata,Manza,2013,300000,60000,Diesel,Individual,Manual,First Owner
Toyota,Camry,2008,650000,75000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2010,175000,64000,Petrol,Dealer,Manual,First Owner
Maruti,SX4,2015,325000,80000,Diesel,Individual,Manual,First Owner
Renault,Duster,2017,600000,90000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2018,700000,30000,Petrol,Individual,Manual,First Owner
Toyota,Corolla,2003,95000,120000,Petrol,Individual,Automatic,Second Owner
Maruti,Celerio,2019,490000,20000,Petrol,Dealer,Manual,First Owner
Tata,Safari,2013,380000,100000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2018,550000,31000,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2013,225000,47000,Petrol,Dealer,Manual,First Owner
Tata,Nexon,2018,570000,11200,Petrol,Individual,Manual,First Owner
Maruti,Alto,2018,305000,35000,Petrol,Dealer,Manual,First Owner
Maruti,Wagon,2010,240000,50000,LPG,Dealer,Manual,First Owner
Maruti,Ertiga,2015,700000,55000,Diesel,Dealer,Manual,First Owner
Maruti,Omni,2018,288000,20000,Petrol,Dealer,Manual,First Owner
Mahindra,Bolero,2017,800000,75000,Diesel,Dealer,Manual,First Owner
Maruti,Celerio,2017,430000,93000,Petrol,Dealer,Manual,First Owner
Chevrolet,Beat,2009,195000,57000,Diesel,Dealer,Manual,Second Owner
Maruti,Eeco,2014,325000,30000,Petrol,Dealer,Manual,First Owner
Renault,Duster,2013,450000,73000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2016,630000,65000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2009,250000,62000,Petrol,Dealer,Manual,Second Owner
Hyundai,Santro,2007,135000,85000,Petrol,Dealer,Manual,First Owner
Chevrolet,Spark,2010,110000,73000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2012,350000,55000,Diesel,Dealer,Manual,First Owner
Maruti,Omni,2016,240000,5800,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2018,600000,30000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2018,750000,20000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2018,270000,20000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2007,90000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2013,350000,65000,Petrol,Individual,Manual,First Owner
Ford,Figo,2013,285000,90000,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2011,350000,140000,Diesel,Individual,Manual,Second Owner
Honda,Jazz,2010,285000,60000,Petrol,Dealer,Manual,Second Owner
Honda,City,2018,1000000,28635,Petrol,Dealer,Manual,First Owner
Honda,Amaze,2018,780000,32114,Diesel,Dealer,Manual,First Owner
Maruti,Celerio,2014,300000,82000,Petrol,Dealer,Manual,Second Owner
Maruti,Swift,2006,160000,95149,Petrol,Dealer,Manual,Second Owner
Honda,Amaze,2018,625000,68458,Petrol,Dealer,Manual,First Owner
Maruti,Ritz,2010,265000,42000,Petrol,Individual,Manual,First Owner
Honda,City,2014,515000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2016,650000,100000,Diesel,Individual,Manual,First Owner
Mahindra,TUV,2017,650000,80000,Diesel,Individual,Manual,First Owner
Hyundai,Getz,2010,150000,105546,Petrol,Individual,Manual,First Owner
Toyota,Etios,2018,500000,10000,Petrol,Individual,Manual,First Owner
Toyota,Innova,2012,1000000,80000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2013,340000,35000,Petrol,Individual,Manual,First Owner
Toyota,Innova,2013,1010000,120000,Diesel,Individual,Manual,First Owner
Toyota,Etios,2011,350000,120000,Diesel,Individual,Manual,Third Owner
Maruti,Swift,2016,595000,70000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2014,700000,130000,Diesel,Individual,Manual,Third Owner
Renault,KWID,2019,265000,40000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2015,320000,60000,Petrol,Individual,Manual,Second Owner
Honda,City,2011,310000,110000,Petrol,Individual,Manual,First Owner
Honda,City,2014,700000,130000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2009,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2009,150000,120000,Diesel,Individual,Manual,Second Owner
Honda,Amaze,2015,300000,104000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2011,150000,100000,Petrol,Individual,Manual,Second Owner
Honda,City,2003,120000,132343,Petrol,Individual,Manual,Second Owner
Hyundai,Creta,2016,950000,90000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2007,100000,60000,Petrol,Individual,Manual,Second Owner
Honda,Jazz,2015,450000,76000,Diesel,Individual,Manual,First Owner
Maruti,800,2004,30000,60000,Petrol,Individual,Manual,Third Owner
Mahindra,Renault,2009,200000,30000,Petrol,Individual,Manual,Second Owner
Tata,Indigo,2010,250000,96000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2015,280000,26134,Petrol,Dealer,Manual,First Owner
Maruti,Ritz,2011,260000,52895,Diesel,Dealer,Manual,First Owner
Hyundai,Verna,2013,550000,42324,Diesel,Dealer,Manual,Second Owner
Mahindra,XUV500,2016,1044999,65000,Diesel,Dealer,Manual,First Owner
Mahindra,Scorpio,2012,550000,60236,Diesel,Dealer,Manual,First Owner
Maruti,Wagon,2014,210000,70000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2014,210000,70000,Petrol,Individual,Manual,Third Owner
Mahindra,Xylo,2009,290000,100000,Diesel,Individual,Manual,Second Owner
Fiat,500,2008,250999,110000,Diesel,Individual,Manual,First Owner
Renault,Triber,2019,600000,10300,Petrol,Individual,Manual,First Owner
Fiat,Grande,2014,270000,120000,Diesel,Individual,Manual,Second Owner
Tata,New,2012,550000,142000,Diesel,Individual,Manual,First Owner
Mahindra,TUV,2017,800000,25000,Diesel,Individual,Manual,First Owner
Tata,Altroz,2020,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2016,396000,28643,Petrol,Dealer,Manual,First Owner
Honda,City,2014,600000,50000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2019,575000,30000,Petrol,Dealer,Manual,First Owner
Hyundai,Santro,2020,520000,5000,Petrol,Individual,Manual,First Owner
Maruti,Baleno,2018,600000,7600,Petrol,Individual,Automatic,First Owner
Chevrolet,Beat,2013,195000,47253,Diesel,Dealer,Manual,First Owner
Maruti,Alto,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner
Tata,Indica,2010,75000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Grand,2014,400000,25000,Petrol,Individual,Manual,First Owner
Tata,Indica,2009,93000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2016,560000,68523,Petrol,Dealer,Manual,First Owner
Hyundai,EON,2019,400000,5000,Petrol,Individual,Manual,First Owner
Tata,Tigor,2018,459999,40000,Petrol,Individual,Manual,First Owner
Hyundai,Xcent,2017,450000,43000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2010,88000,80251,CNG,Dealer,Manual,Second Owner
Hyundai,i20,2010,250000,34500,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2013,130000,93900,Diesel,Individual,Manual,Second Owner
Maruti,Zen,2004,79000,80000,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2012,120000,110000,Diesel,Individual,Manual,First Owner
Chevrolet,Optra,2012,300000,25000,Diesel,Individual,Manual,First Owner
Maruti,A-Star,2009,145000,25000,Petrol,Individual,Manual,First Owner
Chevrolet,Spark,2013,240000,10000,Petrol,Individual,Manual,First Owner
Honda,WR-V,2018,700000,30000,Diesel,Individual,Manual,First Owner
Hyundai,Accent,2010,145000,110000,Petrol,Individual,Manual,Second Owner
Maruti,Ertiga,2014,535000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,KUV,2016,420000,21000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2016,350000,20000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2015,550000,32000,Diesel,Individual,Manual,First Owner
Tata,Indica,2012,198000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2013,420000,50000,Diesel,Individual,Manual,First Owner
Ford,Endeavour,2004,195000,120000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2012,150000,55766,Petrol,Individual,Manual,Second Owner
Nissan,Micra,2011,275000,40000,Petrol,Individual,Manual,Second Owner
Maruti,800,2001,65000,60000,Petrol,Individual,Manual,Third Owner
Maruti,Swift,2008,200000,50000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2010,250000,110000,Diesel,Individual,Manual,Second Owner
Tata,Indigo,2013,182000,100000,Diesel,Individual,Manual,First Owner
Maruti,Zen,2001,85000,86000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2013,400000,50000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2017,650000,20000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2010,400000,50000,Petrol,Individual,Manual,First Owner
Tata,Manza,2012,295000,80000,Diesel,Individual,Manual,Second Owner
Maruti,Omni,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner
Maruti,Zen,2003,110000,120000,Diesel,Individual,Manual,Third Owner
Fiat,Linea,2015,550000,113600,Diesel,Individual,Manual,First Owner
Hyundai,Santro,2008,190000,70000,Petrol,Individual,Manual,Third Owner
Ford,Aspire,2018,861999,20000,Diesel,Dealer,Manual,First Owner
Ford,Aspire,2018,782000,14000,Petrol,Dealer,Manual,First Owner
Ford,Freestyle,2018,836000,26000,Diesel,Dealer,Manual,First Owner
Honda,City,2016,696000,138925,Petrol,Dealer,Manual,First Owner
Honda,Jazz,2016,596000,121764,Diesel,Dealer,Manual,First Owner
Honda,Jazz,2016,612000,105429,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2015,114999,35000,Petrol,Individual,Manual,First Owner
Tata,Bolt,2017,340000,60000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2020,550000,5000,Petrol,Individual,Manual,First Owner
Chevrolet,Aveo,2008,114999,70000,Petrol,Individual,Manual,Third Owner
Maruti,Vitara,2019,890000,20000,Diesel,Individual,Manual,First Owner
Tata,Nexon,2019,715000,8000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2014,525000,54000,Petrol,Dealer,Manual,Second Owner
Hyundai,i20,2014,475000,23122,Petrol,Dealer,Manual,Second Owner
Chevrolet,Cruze,2012,349000,44500,Diesel,Dealer,Manual,Second Owner
Volkswagen,Polo,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
Mahindra,Scorpio,2014,550000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2006,95000,110000,Petrol,Individual,Manual,Third Owner
Toyota,Innova,2014,725000,90000,Diesel,Individual,Manual,Second Owner
Tata,Tigor,2019,670000,17000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2008,65000,140000,Petrol,Individual,Manual,First Owner
Mahindra,Xylo,2015,500000,50000,Diesel,Individual,Manual,Second Owner
Mahindra,KUV,2017,600000,53000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2017,350000,70000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2012,200000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,EON,2012,150000,80000,Petrol,Individual,Manual,First Owner
Maruti,Zen,2003,75000,110000,Diesel,Individual,Manual,Second Owner
Honda,Amaze,2013,350000,90000,Diesel,Individual,Manual,Second Owner
BMW,X1,2011,890000,86000,Diesel,Individual,Automatic,Second Owner
Mahindra,Scorpio,2014,500000,120000,Diesel,Individual,Manual,First Owner
Hyundai,Elite,2019,600000,5200,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2010,99000,60000,Petrol,Individual,Manual,Second Owner
Hyundai,i10,2011,235000,46000,Petrol,Individual,Manual,First Owner
Tata,Indigo,2006,75000,40000,Petrol,Individual,Manual,Second Owner
Honda,City,2014,600000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2019,1000000,25000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,390000,90000,Diesel,Individual,Manual,First Owner
Volkswagen,Polo,2015,600000,70000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2017,600000,70000,Petrol,Individual,Manual,Second Owner
Hyundai,Elite,2019,730000,35000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2017,450000,12700,Petrol,Individual,Automatic,First Owner
Maruti,Ritz,2011,250000,80000,Diesel,Individual,Manual,First Owner
Renault,KWID,2018,300000,20000,Petrol,Individual,Manual,First Owner
Ford,EcoSport,2017,800000,19000,Petrol,Individual,Manual,First Owner
Fiat,Grande,2009,125000,95000,Diesel,Individual,Manual,Second Owner
Volkswagen,Polo,2012,295000,90000,Diesel,Individual,Manual,First Owner
Ford,Ecosport,2013,650000,45839,Petrol,Dealer,Manual,First Owner
Chevrolet,Aveo,2010,200000,74510,Petrol,Dealer,Manual,First Owner
Chevrolet,Aveo,2009,130000,87293,Petrol,Dealer,Manual,First Owner
Ford,Figo,2012,250000,156040,Diesel,Dealer,Manual,First Owner
Ford,Endeavour,2004,400000,93415,Diesel,Dealer,Manual,First Owner
Ford,Aspire,2017,430000,101159,Petrol,Dealer,Manual,First Owner
Hyundai,EON,2015,170000,80000,Petrol,Individual,Manual,Second Owner
Tata,Tiago,2019,450000,12000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2013,350000,90000,Petrol,Individual,Manual,First Owner
Chevrolet,Spark,2011,130000,68519,Petrol,Dealer,Manual,First Owner
Chevrolet,Beat,2012,180000,55130,Diesel,Dealer,Manual,First Owner
Ford,Ecosport,2014,475000,65239,Petrol,Dealer,Manual,First Owner
Volkswagen,Polo,2015,470000,58182,Petrol,Dealer,Manual,First Owner
Ford,Fiesta,2012,200000,91245,Diesel,Dealer,Manual,First Owner
Mahindra,XUV500,2013,650000,102989,Diesel,Dealer,Manual,First Owner
Honda,City,2010,400000,50000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2014,409999,90000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2018,640000,25000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2007,160000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Baleno,2018,750000,70000,Diesel,Individual,Manual,First Owner
Mahindra,Jeep,2002,150000,50000,Diesel,Individual,Manual,Third Owner
Maruti,Alto,2008,80000,100000,Petrol,Individual,Manual,Second Owner
Maruti,Celerio,2016,240000,90000,Diesel,Individual,Manual,Third Owner
Maruti,Esteem,2005,60000,60000,Petrol,Individual,Manual,Third Owner
Maruti,Alto,2007,70000,120000,Petrol,Individual,Manual,Third Owner
Volkswagen,Jetta,2008,285000,90000,Diesel,Individual,Automatic,Second Owner
Maruti,Swift,2015,350000,60000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2015,699000,30000,Diesel,Individual,Manual,Second Owner
Ford,Figo,2011,275000,108000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2012,350000,160000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2006,135000,90000,Petrol,Individual,Manual,Third Owner
Mahindra,Xylo,2010,325000,120000,Diesel,Individual,Manual,Third Owner
Mahindra,XUV500,2012,650000,102000,Diesel,Individual,Manual,Second Owner
Ford,Fiesta,2012,450000,60000,Petrol,Dealer,Manual,First Owner
Tata,Tiago,2019,425000,3000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2006,150000,75118,Petrol,Individual,Manual,Second Owner
Maruti,Ritz,2013,290000,140000,Diesel,Individual,Manual,Second Owner
Hyundai,Xcent,2014,335000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet,Optra,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
Ford,Ikon,2005,20000,25000,Petrol,Individual,Manual,Second Owner
Tata,Indigo,2012,220000,70000,Diesel,Individual,Manual,Second Owner
Ford,Ikon,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2016,620000,70000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,425000,100000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2009,85000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2015,270000,40000,Diesel,Individual,Manual,Second Owner
Mahindra,KUV,2017,450000,30000,Petrol,Individual,Manual,First Owner
Tata,New,2012,450000,42655,Diesel,Individual,Manual,First Owner
Renault,KWID,2017,250000,43000,Petrol,Individual,Manual,Second Owner
Toyota,Innova,2012,725000,70000,Diesel,Individual,Manual,First Owner
Hyundai,i20,2010,250000,55000,Petrol,Individual,Manual,First Owner
Fiat,Punto,2010,99000,80000,Diesel,Individual,Manual,Second Owner
Renault,KWID,2017,350000,55000,Petrol,Individual,Manual,First Owner
Hyundai,Xcent,2018,511000,70000,Petrol,Individual,Manual,First Owner
Maruti,Ritz,2012,300000,80000,Diesel,Individual,Manual,First Owner
Audi,Q5,2010,1100000,110000,Petrol,Individual,Automatic,First Owner
Hyundai,i10,2010,125000,60000,Petrol,Individual,Manual,Third Owner
Tata,Tiago,2018,500000,30000,Petrol,Individual,Manual,First Owner
Renault,Duster,2013,385000,80000,Diesel,Individual,Manual,Second Owner
Skoda,Rapid,2012,350000,90000,Petrol,Individual,Manual,First Owner
Maruti,800,2003,60000,50000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2012,300000,50000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2012,400000,70000,Diesel,Individual,Manual,First Owner
Ford,Ecosport,2014,550000,110000,Diesel,Individual,Manual,First Owner
Nissan,Sunny,2012,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2012,250000,156000,Diesel,Individual,Manual,First Owner
Maruti,Eeco,2018,300000,25000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2004,80000,120000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2020,1200000,11000,Diesel,Individual,Manual,First Owner
Renault,KWID,2017,355000,40000,Petrol,Individual,Automatic,First Owner
Maruti,Swift,2015,520000,50000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2012,500000,26000,Diesel,Individual,Manual,First Owner
